id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V000353,2,2025-12-15,C01232,P0004,T024,2,173000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,40
V002219,1,2025-03-24,C01533,P0018,T005,1,73000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V000611,2,2025-10-18,C02345,P0011,T003,1,128000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001672,2,2025-11-17,C01047,P0011,T004,1,130000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V000317,1,2024-07-13,C02395,P0025,T009,1,147000.0,0.1,Tarjeta Crédito,Tienda Física,Vacaciones,S
V001685,1,2025-07-24,C01044,P0019,T041,1,71000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000312,1,2025-01-21,C01387,P0016,T009,1,142000.0,0.0,Tarjeta Crédito,Tienda Física,Día Del Padre,36
V001938,2,2023-06-25,C00806,P0002,T005,3,156000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,L
V002383,1,2025-03-10,C02525,P0013,T042,1,56000.0,0.3,Efectivo,Online,Vacaciones,Xxl
V001816,3,2024-07-16,C01320,P0009,T015,1,129000.0,0.3,Transferencia,Tienda Física,Temporada Regular,Xs
V002957,1,2025-02-19,C00177,P0011,T026,3,128000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V002147,3,2023-02-10,C02708,P0015,T019,3,180000.0,0.0,Transferencia,Tienda Física,Temporada De Diciembre,34
V001668,1,2024-11-11,C00364,P0024,T005,4,208000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000983,2,2024-07-26,C01231,P0011,T019,1,136000.0,0.1,Efectivo,Tienda Física,Temporada Regular,L
V002321,2,2023-09-12,C01706,P0003,T022,1,174000.0,0.0,Efectivo,Tienda Física,Temporada Regular,30
V002836,1,2023-03-14,C02079,P0017,T043,4,142000.0,0.05,Efectivo,Online,Regreso A Clases,Xl
V000182,1,2024-06-03,C00964,P0009,T003,1,129000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002092,1,2023-01-17,C01865,P0020,T040,1,76000.0,0.3,Tarjeta Débito,Tienda Física,Día Del Padre,Xxl
V000441,2,2023-12-28,C02098,P0006,T019,1,59000.0,0.15,Efectivo,Tienda Física,Temporada Regular,S
V003505,1,2025-06-07,C00578,P0022,T006,1,210000.0,0.0,Transferencia,Tienda Física,Temporada De Diciembre,Xl
V001012,2,2024-05-29,C01420,P0003,T022,3,183000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V001673,2,2024-01-23,C00153,P0016,T007,1,139000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V001371,1,2023-12-07,C02630,P0007,T032,4,61000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002734,1,2025-09-23,C01412,P0009,T013,1,131000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001066,2,2023-09-06,C02234,P0011,T007,1,136000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,M
V003447,2,2023-04-15,C01032,P0018,T004,1,72000.0,0.15,Transferencia,Tienda Física,Temporada Regular,S
V001086,1,2023-07-31,C02624,P0008,T037,1,206000.0,0.2,Transferencia,Tienda Física,Temporada Regular,M
V002387,3,2024-02-14,C01216,P0001,T042,1,136000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,34
V000226,1,2023-09-08,C00310,P0004,T029,3,176000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,32
V003543,1,2024-09-29,C00277,P0020,T020,1,77000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003661,1,2025-05-03,C00617,P0026,T004,2,136000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000348,1,2023-01-09,C01063,P0013,T043,1,57000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V002355,1,2024-03-13,C01096,P0017,T035,3,139000.0,0.0,Tarjeta Crédito,Online,Regreso A Clases,Xs
V002811,3,2024-09-10,C02283,P0019,T026,2,76000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,S
V003783,2,2023-12-21,C01125,P0020,T004,3,80000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002921,2,2025-03-28,C02085,P0001,T004,3,142000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,28
V000955,1,2024-08-05,C00380,P0011,T006,2,140000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,S
V002560,3,2023-03-07,C01589,P0002,T025,1,160000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000422,1,2023-11-16,C00082,P0024,T009,3,209000.0,0.05,Transferencia,Tienda Física,Temporada Regular,Xl
V000333,1,2025-05-22,C02633,P0018,T028,3,75000.0,0.0,Transferencia,Tienda Física,Temporada Regular,L
V000835,1,2023-11-20,C00786,P0009,T034,2,133000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V000164,2,2023-09-01,C01248,P0017,T022,1,146000.0,0.4,Efectivo,Tienda Física,Regreso A Clases,Xs
V002122,1,2023-01-22,C02313,P0011,T015,1,135000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,S
V003273,2,2025-11-13,C01437,P0025,T034,3,133000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,Xl
V000204,2,2025-10-02,C00385,P0023,T029,2,78000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V003791,1,2025-04-19,C01174,P0006,T004,1,57000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xl
V001443,1,2023-07-30,C02756,P0007,T008,1,60000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,M
V003416,1,2024-07-26,C01011,P0005,T026,2,112000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V001351,1,2024-02-02,C02500,P0019,T018,4,68000.0,0.0,Efectivo,Tienda Física,Día De La Madre,Xxl
V001640,2,2024-09-25,C01375,P0009,T001,1,122000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,M
V001362,1,2024-08-26,C00050,P0022,T018,2,196000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V002144,2,2023-08-11,C02673,P0011,T042,2,138000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xs
V002075,1,2025-03-08,C00108,P0022,T029,2,205000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000950,1,2023-07-19,C02033,P0009,T037,1,126000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V003488,1,2025-03-20,C00110,P0011,T010,1,130000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xxl
V001812,2,2023-12-23,C01663,P0018,T029,2,78000.0,0.05,Tarjeta Débito,Tienda Física,Black Friday,L
V003091,2,2024-04-08,C02689,P0015,T004,2,176000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V003269,3,2025-05-02,C02620,P0016,T004,3,135000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,34
V000022,1,2023-03-09,C01622,P0008,T039,1,206000.0,0.05,Tarjeta Crédito,Tienda Física,Día De La Madre,Xs
V002514,1,2023-05-01,C00024,P0015,T030,2,169000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,36
V000003,2,2025-08-02,C01596,P0010,T037,3,97000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,34
V001735,1,2025-08-02,C00530,P0014,T004,1,138000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V002680,2,2023-07-14,C02288,P0020,T018,4,78000.0,0.0,Efectivo,Tienda Física,Temporada Regular,L
V003158,1,2024-11-07,C01644,P0025,T033,1,139000.0,0.0,Efectivo,Tienda Física,Vacaciones,Xs
V001696,3,2023-08-11,C02032,P0023,T003,1,75000.0,0.1,Tarjeta Débito,Tienda Física,Vacaciones,L
V001141,1,2024-02-21,C00058,P0021,T001,4,125000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000649,1,2025-03-10,C00119,P0001,T002,1,140000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000293,1,2025-05-17,C00603,P0003,T004,1,174000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,32
V000512,1,2025-01-13,C00959,P0012,T042,1,105000.0,0.1,Tarjeta Débito,Online,Temporada De Diciembre,L
V000077,1,2025-06-06,C02536,P0004,T024,3,166000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,32
V001517,1,2023-02-14,C01409,P0007,T007,1,62000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xs
V003690,1,2023-05-07,C01203,P0018,T031,2,73000.0,0.1,Efectivo,Tienda Física,Black Friday,Xl
V000370,1,2023-08-01,C02356,P0024,T010,4,206000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,Xs
V001384,2,2025-04-28,C01858,P0011,T022,2,140000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V001985,1,2025-07-19,C01634,P0014,T013,2,143000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,30
V000958,2,2024-01-12,C01480,P0020,T026,2,78000.0,0.05,Tarjeta Débito,Tienda Física,Día Del Padre,Xxl
V000352,2,2023-10-02,C01283,P0016,T042,2,134000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,40
V001534,2,2023-10-05,C02142,P0021,T036,1,122000.0,0.05,Transferencia,Tienda Física,Vacaciones,L
V000654,3,2024-01-03,C01191,P0007,T028,1,59000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000477,3,2024-09-29,C00867,P0015,T037,2,169000.0,0.0,Efectivo,Tienda Física,Temporada Regular,30
V002752,2,2025-12-05,C01860,P0018,T004,3,73000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,M
V002595,1,2023-03-22,C02493,P0009,T020,1,133000.0,0.1,Tarjeta Crédito,Tienda Física,Regreso A Clases,Xl
V002544,1,2025-09-26,C01608,P0019,T017,4,71000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,Xxl
V003263,1,2023-08-13,C00234,P0006,T018,2,58000.0,0.0,Efectivo,Tienda Física,Vacaciones,M
V002561,1,2023-08-19,C02147,P0020,T024,1,76000.0,0.0,Transferencia,Tienda Física,Temporada Regular,M
V000936,1,2023-06-20,C02732,P0026,T031,1,142000.0,0.4,Tarjeta Débito,Tienda Física,Día De La Madre,M
V002393,2,2023-05-12,C00357,P0003,T009,1,179000.0,0.15,Efectivo,Tienda Física,Temporada Regular,34
V000149,1,2025-07-06,C01211,P0010,T028,2,95000.0,0.1,Tarjeta Crédito,Tienda Física,Día Del Padre,28
V003320,2,2023-07-20,C00263,P0004,T037,1,179000.0,0.4,Tarjeta Débito,Tienda Física,Temporada De Diciembre,34
V001842,1,2025-10-08,C01291,P0015,T009,1,170000.0,0.3,Efectivo,Tienda Física,Temporada Regular,34
V000990,1,2025-09-19,C01380,P0002,T019,1,162000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V003464,1,2025-11-08,C01887,P0017,T004,1,150000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V000404,1,2023-10-31,C02786,P0023,T017,2,75000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V003027,3,2023-11-10,C01175,P0008,T011,4,217000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V001526,2,2025-12-26,C00782,P0002,T009,1,161000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000444,2,2025-11-18,C01047,P0004,T015,2,180000.0,0.05,Transferencia,Tienda Física,Temporada Regular,38
V002988,1,2024-07-31,C01511,P0003,T002,1,179000.0,0.0,Efectivo,Tienda Física,Regreso A Clases,36
V001991,1,2025-05-12,C00579,P0004,T043,1,178000.0,0.2,Tarjeta Crédito,Tienda Física,Regreso A Clases,30
V001899,2,2024-09-13,C00714,P0004,T037,4,167000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,32
V003377,1,2025-03-06,C02470,P0020,T039,1,78000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000140,1,2025-12-14,C01312,P0007,T009,1,60000.0,0.1,Tarjeta Crédito,Tienda Física,Black Friday,Xl
V002107,2,2024-10-05,C00278,P0002,T020,2,152000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V003509,1,2025-04-04,C00934,P0008,T007,1,207000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,S
V001600,1,2025-08-05,C01238,P0025,T011,1,137000.0,0.3,Tarjeta Crédito,Tienda Física,Vacaciones,M
V002452,1,2024-12-28,C02684,P0019,T008,2,70000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V003361,3,2024-12-21,C02317,P0012,T033,1,108000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
V001805,1,2023-02-18,C00700,P0007,T029,1,59000.0,0.15,Transferencia,Tienda Física,Temporada Regular,L
V000248,1,2023-01-02,C01065,P0007,T004,1,57000.0,0.0,Tarjeta Débito,Online,Temporada Regular,Xl
V003770,3,2024-11-04,C02496,P0003,T005,1,177000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,34
V002868,1,2025-08-10,C01302,P0020,T004,2,77000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V001498,1,2024-01-11,C01762,P0003,T017,2,176000.0,0.4,Tarjeta Crédito,Online,Temporada Regular,30
V002574,1,2024-04-21,C01333,P0024,T042,4,215000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xl
V000714,1,2025-01-28,C01459,P0022,T022,2,202000.0,0.0,Tarjeta Crédito,Tienda Física,Día De La Madre,M
V001782,1,2025-06-14,C01528,P0010,T001,1,93000.0,0.0,Transferencia,Online,Temporada Regular,32
V003553,1,2023-05-28,C01764,P0018,T004,4,74000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V002576,1,2025-12-30,C01107,P0002,T004,2,152000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003315,2,2023-01-10,C01302,P0015,T037,3,174000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,30
V001942,1,2024-03-05,C01610,P0015,T001,2,180000.0,0.2,Tarjeta Débito,Online,Temporada De Diciembre,34
V001559,1,2025-04-11,C00704,P0006,T016,4,57000.0,0.0,Transferencia,Tienda Física,Vacaciones,Xxl
V000978,1,2024-02-23,C02163,P0003,T019,2,181000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V001569,2,2025-01-19,C01438,P0022,T021,2,196000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xl
V003079,1,2023-11-29,C02657,P0008,T002,4,219000.0,0.0,Transferencia,Online,Temporada Regular,L
V000708,1,2025-07-04,C00749,P0012,T008,2,111000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xl
V003396,1,2024-11-06,C02219,P0004,T036,1,175000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,28
V002275,2,2024-06-15,C02594,P0025,T006,4,147000.0,0.3,Efectivo,Tienda Física,Temporada Regular,M
V003033,1,2024-06-07,C02347,P0014,T017,3,139000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V001153,1,2023-12-11,C02297,P0024,T005,1,208000.0,0.15,Tarjeta Crédito,Tienda Física,Vacaciones,L
V001364,1,2024-10-17,C02595,P0008,T026,3,219000.0,0.1,Efectivo,Tienda Física,Temporada Regular,Xxl
V001443,2,2023-07-30,C02756,P0003,T008,4,184000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,32
V000768,1,2024-07-13,C01542,P0004,T036,1,180000.0,0.0,Tarjeta Débito,Online,Día De La Madre,30
V001632,2,2024-08-12,C01707,P0002,T031,3,151000.0,0.05,Transferencia,Tienda Física,Black Friday,Xxl
V000657,1,2024-09-26,C02029,P0017,T012,2,149000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001794,1,2024-10-07,C01386,P0002,T009,1,156000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V003192,1,2024-12-20,C00001,P0010,T035,1,100000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,40
V003385,2,2024-04-09,C00278,P0011,T017,1,139000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V000967,1,2024-05-10,C00261,P0015,T009,1,175000.0,0.4,Tarjeta Crédito,Tienda Física,Temporada Regular,38
V003482,1,2023-06-29,C01238,P0004,T004,1,168000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V000541,3,2023-01-15,C00366,P0020,T006,3,75000.0,0.1,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xl
V003463,1,2023-03-08,C02190,P0008,T003,1,216000.0,0.15,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000361,1,2024-03-04,C01236,P0010,T016,3,91000.0,0.0,Tarjeta Débito,Online,Black Friday,40
V003095,3,2024-07-05,C02285,P0020,T012,1,76000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001623,1,2023-02-16,C02596,P0002,T040,1,152000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V001410,2,2024-08-31,C00138,P0007,T013,4,62000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000576,2,2024-07-28,C01462,P0008,T025,1,224000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003291,1,2024-09-28,C02052,P0023,T022,1,78000.0,0.0,Efectivo,Tienda Física,Vacaciones,M
V003172,1,2025-07-24,C00601,P0016,T042,2,136000.0,0.05,Tarjeta Débito,Tienda Física,Temporada De Diciembre,32
V001004,1,2023-12-24,C00507,P0024,T036,2,212000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V003173,1,2024-05-10,C00121,P0022,T004,2,204000.0,0.05,Efectivo,Tienda Física,Temporada Regular,L
V002310,1,2025-05-28,C02164,P0017,T026,3,153000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V002627,1,2025-03-09,C01670,P0016,T013,1,132000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,34
V002837,1,2024-03-08,C01271,P0009,T028,2,127000.0,0.05,Tarjeta Crédito,Tienda Física,Vacaciones,S
V000959,2,2023-03-24,C01402,P0001,T004,1,141000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,40
V002916,1,2023-08-28,C01572,P0021,T023,1,124000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,S
V001472,1,2024-03-31,C02434,P0002,T010,1,156000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,Xl
V001295,1,2025-01-31,C02342,P0019,T004,2,73000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V002396,1,2024-02-14,C02438,P0005,T025,2,112000.0,0.3,Tarjeta Débito,Online,Temporada Regular,M
V002346,1,2025-12-04,C01803,P0008,T031,2,208000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001563,1,2025-10-24,C00781,P0025,T028,3,135000.0,0.05,Tarjeta Débito,Tienda Física,Día Del Padre,L
V000145,1,2025-04-04,C02286,P0015,T025,1,171000.0,0.0,Efectivo,Online,Día De La Madre,30
V000039,1,2023-12-19,C02076,P0015,T012,1,180000.0,0.0,Efectivo,Online,Temporada Regular,40
V001891,3,2023-12-21,C01088,P0013,T018,2,54000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,Xl
V001982,1,2024-01-27,C02004,P0008,T015,2,207000.0,0.05,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V003457,1,2023-12-25,C02206,P0002,T007,2,161000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001405,2,2023-04-22,C00399,P0022,T043,2,206000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002217,2,2024-01-22,C02474,P0008,T009,1,207000.0,0.15,Tarjeta Crédito,Tienda Física,Regreso A Clases,L
V001904,1,2025-07-10,C02102,P0015,T040,1,172000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,32
V001109,1,2024-01-15,C00651,P0016,T041,2,134000.0,0.2,Tarjeta Crédito,Tienda Física,Día De La Madre,38
V000046,1,2025-06-10,C02104,P0009,T017,2,126000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,Xs
V002829,2,2024-12-05,C00961,P0022,T004,2,210000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,S
V002766,2,2023-10-01,C00603,P0003,T005,1,180000.0,0.0,Efectivo,Online,Temporada Regular,32
V000321,1,2025-01-23,C00664,P0010,T027,2,97000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V001529,1,2024-02-19,C00151,P0017,T019,1,147000.0,0.05,Tarjeta Crédito,Tienda Física,Día De La Madre,M
V000423,1,2025-07-11,C01131,P0014,T002,2,144000.0,0.0,Efectivo,Online,Regreso A Clases,32
V002367,3,2024-09-24,C01703,P0019,T015,1,70000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V003781,1,2023-11-30,C00537,P0010,T014,4,98000.0,0.15,Efectivo,Tienda Física,Temporada Regular,34
V002808,1,2023-03-16,C02169,P0013,T030,2,55000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003470,1,2024-11-01,C01627,P0002,T042,1,162000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003116,2,2025-11-13,C00016,P0008,T023,1,219000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xs
V001950,2,2024-05-21,C01090,P0004,T028,1,170000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V003256,1,2023-07-19,C02529,P0021,T021,2,116000.0,0.2,Tarjeta Débito,Online,Temporada De Diciembre,L
V002424,2,2025-12-29,C00226,P0020,T004,1,80000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001014,2,2024-05-08,C01476,P0008,T030,2,206000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V003617,2,2024-09-12,C01529,P0017,T037,1,142000.0,0.0,Tarjeta Crédito,Tienda Física,Día De La Madre,M
V001113,1,2025-11-27,C00571,P0014,T020,1,135000.0,0.0,Efectivo,Tienda Física,Vacaciones,40
V002063,2,2025-05-18,C02055,P0022,T037,3,208000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xl
V002311,1,2025-03-17,C00211,P0021,T004,3,115000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V003044,2,2023-05-04,C02544,P0012,T038,4,113000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,M
V003083,1,2023-08-25,C00961,P0018,T011,2,77000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xs
V000104,2,2025-07-13,C00003,P0003,T020,1,185000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V000594,1,2024-07-27,C02717,P0011,T001,1,135000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V001193,1,2025-10-17,C02365,P0019,T023,1,71000.0,0.0,Efectivo,Online,Black Friday,Xs
V002771,1,2025-10-07,C01565,P0013,T025,3,57000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V000851,1,2023-04-10,C01411,P0008,T010,1,206000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001419,1,2023-03-06,C02657,P0002,T034,1,160000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002330,1,2025-01-22,C02560,P0019,T023,1,71000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001898,1,2023-02-21,C00253,P0019,T012,2,75000.0,0.2,Tarjeta Débito,Tienda Física,Día De La Madre,L
V000829,1,2025-01-12,C00326,P0010,T033,1,94000.0,0.0,Efectivo,Tienda Física,Temporada Regular,28
V001718,1,2023-02-17,C01379,P0014,T028,1,145000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,36
V001733,2,2025-02-05,C00509,P0020,T020,3,79000.0,0.2,Tarjeta Crédito,Tienda Física,Día Del Padre,Xs
V001238,2,2023-07-30,C00306,P0025,T010,1,135000.0,0.0,Tarjeta Débito,Online,Vacaciones,S
V001444,2,2024-12-26,C02365,P0009,T010,2,132000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001100,1,2025-03-28,C01634,P0011,T018,2,130000.0,0.0,Efectivo,Online,Temporada Regular,S
V000656,2,2023-04-03,C00440,P0011,T012,1,130000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xl
V000154,2,2024-09-07,C00930,P0016,T029,2,145000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V002711,2,2023-06-23,C00348,P0024,T023,2,223000.0,0.0,Efectivo,Tienda Física,Vacaciones,Xl
V000033,1,2023-03-24,C00295,P0008,T009,1,216000.0,0.1,Transferencia,Tienda Física,Black Friday,M
V001740,1,2023-08-14,C01256,P0012,T028,2,109000.0,0.0,Tarjeta Crédito,Online,Black Friday,Xs
V002818,1,2025-05-23,C01866,P0018,T040,1,73000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000642,2,2024-12-13,C02297,P0021,T004,1,121000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,S
V001929,2,2025-12-31,C01290,P0012,T004,3,106000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xl
V001627,2,2025-05-11,C02044,P0013,T014,1,56000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V000152,1,2023-06-09,C02705,P0022,T018,2,207000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,Xs
V002821,1,2025-04-10,C02613,P0001,T025,1,144000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,32
V002984,3,2025-05-31,C01872,P0024,T034,2,224000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,Xl
V001586,2,2025-09-20,C02101,P0011,T040,1,128000.0,0.0,Tarjeta Crédito,Online,Vacaciones,S
V002778,1,2023-11-09,C02669,P0024,T029,4,220000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001038,1,2023-07-11,C00581,P0019,T009,1,70000.0,0.15,Efectivo,Tienda Física,Temporada Regular,M
V002577,2,2025-05-29,C02271,P0003,T004,1,185000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V003144,1,2025-04-18,C01394,P0009,T034,2,131000.0,0.1,Tarjeta Débito,Tienda Física,Temporada Regular,L
V002448,1,2023-10-28,C02671,P0023,T024,1,75000.0,0.0,Transferencia,Tienda Física,Temporada De Diciembre,S
V000827,1,2023-05-30,C01793,P0016,T009,2,146000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,30
V002630,2,2024-08-29,C02265,P0024,T028,2,212000.0,0.05,Tarjeta Débito,Online,Temporada Regular,Xl
V003660,1,2023-06-08,C00712,P0007,T009,2,62000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000119,2,2025-07-08,C02154,P0022,T004,1,198000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,M
V000924,1,2023-12-10,C01307,P0005,T028,3,116000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,M
V000567,1,2023-01-09,C02643,P0015,T037,2,182000.0,0.3,Efectivo,Tienda Física,Black Friday,34
